experiment_id,tree_id,age,mean_rld_cm_cm3,radial_distance_from_stem_m,soil_depth_m,soil_depth_sum_m,rld,fine_roots_weight_kg_per_plant,medium_roots_weight_kg_per_plant,large_roots_weight_kg_per_plant,total_root_to_1m__kg_per_plant,total_toots__kg_per_plant,year,row_location
A,5,14,0.19,1.424451411,-1.277419355,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.424451411,-1.35483871,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.428840125,-1.535483871,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.560501567,-0.348387097,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.564890282,-0.722580645,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.564890282,-0.8,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.604388715,-0.129032258,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.608777429,-0.348387097,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.6,-0.529032258,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.6,-0.709677419,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.604388715,-0.941935484,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.595611285,-1.2,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.604388715,-1.341935484,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.692163009,-0.296774194,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.692163009,-0.503225806,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.692163009,-0.709677419,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.687774295,-0.916129032,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.740438871,-0.15483871,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.744827586,-0.851612903,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.731661442,-1.2,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.736050157,-1.483870968,1.6,0<RLD<0.5,3.84,4.5,22.12,25.32,30.45,,
A,1,1.5,0.07,0.104702194,-0.386956522,1,RLD>0.5,0.16,0.71,0.28,1.15,1.15,,
A,1,1.5,0.07,0.355485893,-0.243478261,1,RLD>0.5,0.16,0.71,0.28,1.15,1.15,,
A,1,1.5,0.07,1.403761755,-0.673913043,1,RLD>0.5,0.16,0.71,0.28,1.15,1.15,,
A,1,1.5,0.07,0.962382445,-0.7,1,RLD>0.5,0.16,0.71,0.28,1.15,1.15,,
A,4,12,0.11,0.110320285,-0.076404494,1,RLD>0.5,0.2,5.4,18.4,26.1,26.1,,
A,4,12,0.11,0.105338078,-0.224719101,1,RLD>0.5,0.2,5.4,18.4,26.1,26.1,,
A,4,12,0.11,1.012099644,-0.979775281,1,RLD>0.5,0.2,5.4,18.4,26.1,26.1,,
A,4,12,0.11,1.749466192,-1.316853933,1,RLD>0.5,0.2,5.4,18.4,26.1,26.1,,
A,4,12,0.11,1.898932384,-0.750561798,1,RLD>0.5,0.2,5.4,18.4,26.1,26.1,,
A,4,12,0.11,1.789323843,-0.737078652,1,RLD>0.5,0.2,5.4,18.4,26.1,26.1,,
A,5,14,0.19,0.112225705,-1.290322581,1.6,RLD>0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,0.11661442,-0.890322581,1.6,RLD>0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,0.687147335,-0.141935484,1.6,RLD>0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.336677116,-0.24516129,1.6,RLD>0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.43322884,-0.722580645,1.6,RLD>0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.692163009,-0.116129032,1.6,RLD>0.5,3.84,4.5,22.12,25.32,30.45,,
A,5,14,0.19,1.740438871,-0.309677419,1.6,RLD>0.5,3.84,4.5,22.12,25.32,30.45,,
B,1,5,,0.486666667,-0.444444444,,0<RLD<0.1,,,,,,1993,
B,1,5,,0.493333333,-0.606837607,,0<RLD<0.1,,,,,,1993,
B,1,5,,0.366666667,-0.606837607,,0<RLD<0.1,,,,,,1993,
B,1,5,,0.486666667,-0.905982906,,0<RLD<0.1,,,,,,1993,
B,1,5,,0.9,-0.914529915,,0<RLD<0.1,,,,,,1993,
B,1,5,,0.9,-0.752136752,,0<RLD<0.1,,,,,,1993,
B,1,5,,0.98,-0.401709402,,0<RLD<0.1,,,,,,1993,
B,1,5,,0.98,-0.316239316,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.126666667,-0.196581197,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.16,-0.264957265,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.386666667,-0.367521368,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.48,-0.256410256,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.473333333,-0.461538462,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.34,-0.64957265,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.473333333,-0.854700855,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.386666667,-0.897435897,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.7,-0.615384615,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.686666667,-0.47008547,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.826666667,-0.162393162,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.826666667,-0.316239316,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.88,-0.307692308,,0<RLD<0.1,,,,,,1993,
B,1,5,,1.82,-0.504273504,,0<RLD<0.1,,,,,,1993,
B,1,5,,2.273333333,-0.153846154,,0<RLD<0.1,,,,,,1993,
B,1,5,,2.273333333,-0.555555556,,0<RLD<0.1,,,,,,1993,
B,1,5,,2.273333333,-0.743589744,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.687265918,-0.112068966,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.747191011,-0.112068966,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.687265918,-0.370689655,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.747191011,-0.474137931,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.882022472,-0.103448276,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.882022472,-0.206896552,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.889513109,-0.405172414,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.889513109,-0.577586207,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.739700375,-0.663793103,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.837078652,-0.672413793,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.837078652,-0.818965517,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.687265918,-0.922413793,,0<RLD<0.1,,,,,,1993,
B,2,5,,0.837078652,-0.974137931,,0<RLD<0.1,,,,,,1993,
B,2,5,,1.18164794,-0.370689655,,0<RLD<0.1,,,,,,1993,
B,2,5,,1.18164794,-0.568965517,,0<RLD<0.1,,,,,,1993,
B,2,5,,1.286516854,-0.706896552,,0<RLD<0.1,,,,,,1993,
B,2,5,,1.436329588,-0.465517241,,0<RLD<0.1,,,,,,1993,
B,2,5,,1.286516854,-0.103448276,,0<RLD<0.1,,,,,,1993,
B,2,5,,1.676029963,-0.267241379,,0<RLD<0.1,,,,,,1993,
B,2,5,,1.436329588,-0.870689655,,0<RLD<0.1,,,,,,1993,
B,2,5,,2.125468165,-0.267241379,,0<RLD<0.1,,,,,,1993,
B,2,5,,2.035580524,-0.715517241,,0<RLD<0.1,,,,,,1993,
B,2,5,,2.028089888,-0.922413793,,0<RLD<0.1,,,,,,1993,
B,2,5,,2.275280899,-0.663793103,,0<RLD<0.1,,,,,,1993,
B,2,5,,2.275280899,-0.75862069,,0<RLD<0.1,,,,,,1993,
B,3,5,,0.492509363,-0.905172414,,0<RLD<0.1,,,,,,1993,
B,3,5,,0.485018727,-0.698275862,,0<RLD<0.1,,,,,,1993,
B,3,5,,0.485018727,-0.49137931,,0<RLD<0.1,,,,,,1993,
B,3,5,,0.702247191,-0.077586207,,0<RLD<0.1,,,,,,1993,
B,3,5,,0.897003745,-0.137931034,,0<RLD<0.1,,,,,,1993,
B,3,5,,1.338951311,-0.301724138,,0<RLD<0.1,,,,,,1993,
B,3,5,,1.743445693,-0.189655172,,0<RLD<0.1,,,,,,1993,
B,3,5,,0.897003745,-0.534482759,,0<RLD<0.1,,,,,,1993,
B,3,5,,1.099250936,-0.793103448,,0<RLD<0.1,,,,,,1993,
B,3,5,,1.084269663,-0.956896552,,0<RLD<0.1,,,,,,1993,
B,3,5,,1.331460674,-0.905172414,,0<RLD<0.1,,,,,,1993,
B,3,5,,1.346441948,-0.75,,0<RLD<0.1,,,,,,1993,
B,3,5,,1.75093633,-0.905172414,,0<RLD<0.1,,,,,,1993,
B,3,5,,1.88576779,-0.948275862,,0<RLD<0.1,,,,,,1993,
B,4,5,,0.272727273,-0.347457627,,0<RLD<0.1,,,,,,1993,
B,4,5,,0.28030303,-0.5,,0<RLD<0.1,,,,,,1993,
B,4,5,,0.272727273,-0.703389831,,0<RLD<0.1,,,,,,1993,
B,4,5,,1.03030303,-0.110169492,,0<RLD<0.1,,,,,,1993,
B,4,5,,1.037878788,-0.398305085,,0<RLD<0.1,,,,,,1993,
B,4,5,,0.78030303,-0.754237288,,0<RLD<0.1,,,,,,1993,
B,4,5,,1.03030303,-0.813559322,,0<RLD<0.1,,,,,,1993,
B,4,5,,1.03030303,-0.949152542,,0<RLD<0.1,,,,,,1993,
B,4,5,,0.78030303,-0.355932203,,0<RLD<0.1,,,,,,1993,
B,4,5,,0.772727273,-0.550847458,,0<RLD<0.1,,,,,,1993,
B,4,5,,1.53030303,-0.152542373,,0<RLD<0.1,,,,,,1993,
B,4,5,,1.53030303,-0.508474576,,0<RLD<0.1,,,,,,1993,
B,4,5,,1.689393939,-0.449152542,,0<RLD<0.1,,,,,,1993,
B,4,5,,1.795454545,-0.305084746,,0<RLD<0.1,,,,,,1993,
B,5,5,,0.288679245,-0.568965517,,0<RLD<0.1,,,,,,1993,
B,5,5,,0.288679245,-0.706896552,,0<RLD<0.1,,,,,,1993,
B,5,5,,0.288679245,-0.870689655,,0<RLD<0.1,,,,,,1993,
B,5,5,,0.9,-0.103448276,,0<RLD<0.1,,,,,,1993,
B,5,5,,0.89245283,-0.25,,0<RLD<0.1,,,,,,1993,
B,5,5,,0.9,-0.413793103,,0<RLD<0.1,,,,,,1993,
B,5,5,,0.9,-0.75862069,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.156603774,-0.913793103,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.3,-0.50862069,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.405660377,-0.456896552,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.405660377,-0.603448276,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.405660377,-0.922413793,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.549056604,-0.353448276,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.549056604,-0.456896552,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.601886792,-0.5,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.70754717,-0.155172414,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.69245283,-0.353448276,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.601886792,-0.698275862,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.549056604,-0.706896552,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.609433962,-0.922413793,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.69245283,-0.793103448,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.296226415,-0.75862069,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.303773585,-0.560344828,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.205660377,-0.465517241,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.1,-0.474137931,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.303773585,-0.353448276,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.198113208,-0.25862069,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.311320755,-0.155172414,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.213207547,-0.103448276,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.598113208,-0.362068966,,0<RLD<0.1,,,,,,1993,
B,5,5,,2.598113208,-0.870689655,,0<RLD<0.1,,,,,,1993,
B,5,5,,1.601886792,-0.318965517,,0<RLD<0.1,,,,,,1993,
B,5,6,,0.206766917,-0.521367521,,0<RLD<0.1,,,,,,1993,
B,5,6,,0.80075188,-0.111111111,,0<RLD<0.1,,,,,,1993,
B,5,6,,0.80075188,-0.222222222,,0<RLD<0.1,,,,,,1993,
B,5,6,,0.808270677,-0.752136752,,0<RLD<0.1,,,,,,1993,
B,5,6,,0.898496241,-0.760683761,,0<RLD<0.1,,,,,,1993,
B,5,6,,0.898496241,-0.358974359,,0<RLD<0.1,,,,,,1993,
B,5,6,,0.898496241,-0.461538462,,0<RLD<0.1,,,,,,1993,
B,5,6,,0.906015038,-0.170940171,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.34962406,-0.111111111,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.409774436,-0.111111111,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.101503759,-0.452991453,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.251879699,-0.358974359,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.101503759,-0.863247863,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.251879699,-0.965811966,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.409774436,-0.658119658,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.34962406,-0.427350427,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.394736842,-0.418803419,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.695488722,-0.153846154,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.65037594,-0.358974359,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.755639098,-0.452991453,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.710526316,-0.555555556,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.65037594,-0.709401709,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.853383459,-0.666666667,,0<RLD<0.1,,,,,,1993,
B,5,6,,1.853383459,-0.863247863,,0<RLD<0.1,,,,,,1993,
B,5,6,,2.146616541,-0.41025641,,0<RLD<0.1,,,,,,1993,
B,5,6,,2.296992481,-0.307692308,,0<RLD<0.1,,,,,,1993,
B,5,6,,2.312030075,-0.512820513,,0<RLD<0.1,,,,,,1993,
B,5,6,,2.191729323,-0.658119658,,0<RLD<0.1,,,,,,1993,
B,5,6,,2.296992481,-0.931623932,,0<RLD<0.1,,,,,,1993,
B,5,6,,2.402255639,-0.863247863,,0<RLD<0.1,,,,,,1993,
B,5,7,,0.260299625,-0.401709402,,0<RLD<0.1,,,,,,1993,
B,5,7,,0.260299625,-0.538461538,,0<RLD<0.1,,,,,,1993,
B,5,7,,0.45505618,-0.606837607,,0<RLD<0.1,,,,,,1993,
B,5,7,,0.447565543,-0.401709402,,0<RLD<0.1,,,,,,1993,
B,5,7,,0.447565543,-0.196581197,,0<RLD<0.1,,,,,,1993,
B,5,7,,0.45505618,-0.811965812,,0<RLD<0.1,,,,,,1993,
B,5,7,,0.904494382,-0.435897436,,0<RLD<0.1,,,,,,1993,
B,5,7,,0.904494382,-0.692307692,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.20411985,-0.145299145,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.256554307,-0.230769231,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.24906367,-0.435897436,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.196629213,-0.743589744,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.211610487,-0.948717949,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.451310861,-0.094017094,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.451310861,-0.846153846,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.855805243,-0.35042735,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.848314607,-0.547008547,,0<RLD<0.1,,,,,,1993,
B,5,7,,1.848314607,-0.846153846,,0<RLD<0.1,,,,,,1993,
B,5,8,,0.605263158,-0.949152542,,0<RLD<0.1,,,,,,1993,
B,5,8,,0.755639098,-0.254237288,,0<RLD<0.1,,,,,,1993,
B,5,8,,0.815789474,-0.652542373,,0<RLD<0.1,,,,,,1993,
B,5,8,,0.815789474,-0.906779661,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.259398496,-0.101694915,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.251879699,-0.203389831,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.266917293,-0.449152542,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.259398496,-0.644067797,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.251879699,-0.847457627,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.507518797,-0.101694915,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.507518797,-0.347457627,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.567669173,-0.703389831,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.507518797,-0.754237288,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.5,-0.838983051,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.567669173,-0.898305085,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.687969925,-0.898305085,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.80075188,-0.940677966,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.80075188,-0.805084746,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.703007519,-0.711864407,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.808270677,-0.406779661,,0<RLD<0.1,,,,,,1993,
B,1,5,,0.493333333,-0.299145299,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,0.366666667,-0.504273504,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,0.986666667,-0.145299145,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,0.886666667,-0.256410256,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,0.986666667,-0.64957265,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.12,-0.521367521,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.16,-0.504273504,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.393333333,-0.564102564,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.386666667,-0.153846154,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.48,-0.102564103,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,2.093333333,-0.461538462,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,2.273333333,-0.948717949,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,0.739700375,-0.206896552,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,0.837078652,-0.163793103,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.294007491,-0.25862069,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.436329588,-0.163793103,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.683520599,-0.129310345,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.428838951,-0.974137931,,0.1<RLD<0.2,,,,,,1993,
B,3,5,,0.694756554,-0.344827586,,0.1<RLD<0.2,,,,,,1993,
B,3,5,,0.702247191,-0.24137931,,0.1<RLD<0.2,,,,,,1993,
B,3,5,,0.904494382,-0.284482759,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,0.28030303,-0.101694915,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,0.583333333,-0.288135593,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,0.590909091,-0.457627119,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,0.78030303,-0.211864407,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.037878788,-0.254237288,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.537878788,-0.288135593,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.696969697,-0.279661017,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.689393939,-0.754237288,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.681818182,-0.957627119,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,0.296226415,-0.103448276,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,0.288679245,-0.301724138,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,0.590566038,-0.517241379,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,0.749056604,-0.310344828,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.30754717,-0.810344828,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.3,-0.655172414,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.405660377,-0.094827586,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.549056604,-0.301724138,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.609433962,-0.405172414,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.549056604,-0.862068966,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,2.1,-0.267241379,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,2.605660377,-0.155172414,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,2.205660377,-0.706896552,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.19924812,-0.717948718,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.808270677,-0.358974359,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.80075188,-0.572649573,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.898496241,-0.111111111,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.898496241,-0.897435897,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.109022556,-0.153846154,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.101503759,-0.658119658,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.251879699,-0.170940171,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.34962406,-0.256410256,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.402255639,-0.256410256,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.34962406,-0.615384615,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.34962406,-0.811965812,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.65037594,-0.170940171,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.65037594,-0.564102564,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.65037594,-0.863247863,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.755639098,-0.111111111,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.748120301,-0.213675214,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.838345865,-0.358974359,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.853383459,-0.461538462,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,2.191729323,-0.102564103,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,2.191729323,-0.273504274,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,2.296992481,-0.717948718,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,2.394736842,-0.709401709,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,0.252808989,-0.094017094,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,0.252808989,-0.897435897,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,0.447565543,-0.094017094,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,0.904494382,-0.094017094,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.256554307,-0.094017094,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.196629213,-0.341880342,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.458801498,-0.538461538,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.848314607,-0.153846154,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.848314607,-0.700854701,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.998127341,-0.299145299,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,2.005617978,-0.803418803,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.605263158,-0.457627119,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.755639098,-0.449152542,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.755639098,-0.101694915,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.815789474,-0.101694915,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.763157895,-0.661016949,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.755639098,-0.762711864,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,1.507518797,-0.542372881,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,1.545112782,-0.516949153,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,1.703007519,-0.296610169,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.815789474,-0.203389831,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.18164794,-0.163793103,,0.2<RLD,,,,,,1993,
B,3,5,,0.492509363,-0.137931034,,0.2<RLD,,,,,,1993,
B,3,5,,0.5,-0.293103448,,0.2<RLD,,,,,,1993,
B,4,5,,0.583333333,-0.144067797,,0.2<RLD,,,,,,1993,
B,4,5,,0.78030303,-0.101694915,,0.2<RLD,,,,,,1993,
B,4,5,,0.787878788,-0.406779661,,0.2<RLD,,,,,,1993,
B,4,5,,0.787878788,-0.601694915,,0.2<RLD,,,,,,1993,
B,5,5,,0.590566038,-0.146551724,,0.2<RLD,,,,,,1993,
B,5,5,,0.590566038,-0.310344828,,0.2<RLD,,,,,,1993,
B,5,5,,0.598113208,-0.603448276,,0.2<RLD,,,,,,1993,
B,5,5,,0.598113208,-0.862068966,,0.2<RLD,,,,,,1993,
B,5,5,,0.756603774,-0.155172414,,0.2<RLD,,,,,,1993,
B,5,5,,1.149056604,-0.155172414,,0.2<RLD,,,,,,1993,
B,5,5,,1.3,-0.103448276,,0.2<RLD,,,,,,1993,
B,5,5,,1.3,-0.344827586,,0.2<RLD,,,,,,1993,
B,5,5,,1.149056604,-0.5,,0.2<RLD,,,,,,1993,
B,5,5,,1.29245283,-0.922413793,,0.2<RLD,,,,,,1993,
B,5,5,,1.601886792,-0.267241379,,0.2<RLD,,,,,,1993,
B,5,5,,1.601886792,-0.612068966,,0.2<RLD,,,,,,1993,
B,5,6,,0.191729323,-0.316239316,,0.2<RLD,,,,,,1993,
B,5,6,,0.80075188,-0.914529915,,0.2<RLD,,,,,,1993,
B,5,6,,0.906015038,-0.564102564,,0.2<RLD,,,,,,1993,
B,5,6,,1.101503759,-0.264957265,,0.2<RLD,,,,,,1993,
B,5,6,,1.695488722,-0.358974359,,0.2<RLD,,,,,,1993,
B,5,6,,1.755639098,-0.666666667,,0.2<RLD,,,,,,1993,
